,Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicatessen,x_kpca_rbf,y_kpca_rbf,x_kpca_poly,y_kpca_poly,x_kpca_cos,y_kpca_cos,cluster_kpca_rbf
161,HoReCa,Other,12434,540,283,1092,3,2233,-0.2657951166363092,-0.0100184942468878,-0.3684526872469837,0.0772096473639067,-0.6581413302534364,-0.0361358820661726,2
162,HoReCa,Other,15177,2024,3810,2665,232,610,-0.2367457529698803,0.027001445018487,-0.3504243069439397,0.1344271369051965,-0.7645751534462197,0.1432548606160352,1
163,Retail,Other,5531,15726,26870,2367,13726,446,0.8066400038840515,-0.004832837123561,0.7894216944204896,0.0295206443490036,1.138811548565206,0.1323853245681054,4
164,Retail,Other,5224,7603,8584,2540,3674,238,0.0669825546428408,-0.1994488646702345,0.0689931821850394,-0.3470256913445826,0.5650524447037399,-0.5729601728157913,0
165,Retail,Other,15615,12653,19858,4425,7108,2379,0.4804510142307673,0.0619749770695274,0.6729730253882958,-0.0278749393878959,1.0918751309052657,0.5584449005239859,4
166,Retail,Other,4822,6721,9170,993,4973,3637,0.1647728001000731,-0.1756790880242728,0.2408931093481006,-0.3041651996597494,0.7468257192290533,-0.2147159080487941,0
167,HoReCa,Other,2926,3195,3268,405,1680,693,-0.1343241959970696,-0.2362191809071613,-0.2776570476752987,-0.3267866830786448,-0.2321299735056048,-0.7136260465230614,2
168,HoReCa,Other,5809,735,803,1393,79,429,-0.2580795898506179,-0.1423776245804197,-0.4201575719559417,-0.1317391897218725,-0.5933602969486717,-0.4486858678876735,2
169,HoReCa,Other,5414,717,2155,2399,69,750,-0.2455139978329427,-0.1320381546096475,-0.4097722021297639,-0.1243456329277617,-0.6058119883148259,-0.4348359117001201,2
170,Retail,Other,260,8675,13430,1116,7015,323,0.3320186443786556,-0.2782234927362603,0.4872324052395749,-0.4421929823063671,0.9371136427106036,-0.4237534680949782,0
171,Retail,Other,200,25862,19816,651,8773,6250,0.7167954260144809,0.0753240525739875,0.5923992699013442,0.1413922058211059,1.0458569457826592,0.1564779994016735,4
172,HoReCa,Other,955,5479,6536,333,2840,707,-0.000308234372073,-0.2849428328158387,-0.0670605438040211,-0.4412158744111227,0.2287608517176681,-0.8132785112588335,2
173,Retail,Other,514,7677,19805,937,9836,716,0.5303875640612612,-0.2222449249860826,0.7190963979951567,-0.2988829811507356,1.033470310204401,-0.2015538996084371,4
174,HoReCa,Other,286,1208,5241,2515,153,1442,-0.1642011451667233,-0.2044126513069102,-0.2943706794120722,-0.252014126561835,-0.3173710001339774,-0.5990677786968774,2
175,Retail,Other,2343,7845,11874,52,4196,1697,0.1947959057472885,-0.2649684175925974,0.2723417023751189,-0.4521558669606523,0.8394931227789241,-0.5293644010361322,0
176,HoReCa,Other,45640,6958,6536,7368,1532,230,-0.0122240698553549,0.6653760494521538,0.3102135041673314,0.6763598296580621,-0.0887903506126112,1.0591127672827367,3
177,HoReCa,Other,12759,7330,4533,1752,20,2631,-0.111102702073531,-0.0095766837232733,-0.1527981096632402,0.0167008044256325,-0.2532668779704941,0.1892885154456857,2
178,HoReCa,Other,11002,7075,4945,1152,120,395,-0.1281500019295187,-0.0920472213410321,-0.221952671678672,-0.1077535319588198,-0.31031924120271,-0.2153096173371458,2
179,HoReCa,Other,3157,4888,2500,4477,273,2165,-0.1560402723786934,-0.1073170048374069,-0.248296255374781,-0.1119767640188533,-0.3471762952873325,-0.3125553455337878,2
180,HoReCa,Other,12356,6036,8887,402,1382,2794,-0.0135288772042855,-0.0662743726960581,-0.0218881346898327,-0.1039878705033221,0.1968677036766447,0.0847987300315935,2
181,HoReCa,Other,112151,29627,18148,16745,4948,8550,0.3676451124685801,0.4695558595614207,0.3883146155637447,0.2563015650100967,0.3152045436812069,1.143980401689355,3
182,HoReCa,Other,694,8533,10518,443,6907,156,0.2707932661618251,-0.2893846721391547,0.3915930928740392,-0.4528884260766427,0.8311824882809428,-0.4993679575773541,0
183,HoReCa,Other,36847,43950,20170,36534,239,47943,0.3635000239512358,0.4086569129817574,0.3881998035138974,0.2561385684770071,0.4167311489295666,0.6588168363489142,3
184,HoReCa,Other,327,918,4710,74,334,11,-0.1650996911223405,-0.2572735608146538,-0.2940053286966312,-0.3104933872602801,-0.2718517589101312,-0.6862967657639929,2
185,HoReCa,Other,8170,6448,1139,2181,58,247,-0.1894892680667892,-0.1038262303575778,-0.3132298874445182,-0.103481085268144,-0.4720819097691624,-0.3129067705932396,2
186,HoReCa,Other,3009,521,854,3470,949,727,-0.2331871861451089,-0.1447959267265731,-0.3772729060775654,-0.1369834209203621,-0.531560346149201,-0.4634337143399053,2
187,HoReCa,Other,2438,8002,9819,6269,3459,3,0.0908143780883388,-0.1389252400027402,0.1387758240803869,-0.2077692875739376,0.4510053655644425,-0.2249869739962753,0
188,Retail,Other,8040,7639,11687,2758,6839,404,0.2354531974355361,-0.1578962786047648,0.3673561639173331,-0.3094173373507579,0.9625526445008292,-0.1046044103947398,0
189,Retail,Other,834,11577,11522,275,4027,1856,0.2625290259484923,-0.256459425362234,0.3770436590752794,-0.4185381093110789,0.8890651223597421,-0.4080620337312874,0
190,HoReCa,Other,16936,6250,1981,7332,118,64,-0.1949278048732707,0.1827071294425226,-0.1561595470235087,0.353548192359488,-0.4709306999770347,0.5091314064620936,1
191,HoReCa,Other,13624,295,1381,890,43,84,-0.2779698978024315,-0.0259995763350825,-0.3988728143339672,0.0662309584674063,-0.6786307136761249,-0.1090445406133313,2
192,HoReCa,Other,5509,1461,2251,547,187,409,-0.2239660833948481,-0.173434591024112,-0.3873001394851869,-0.1931829886417893,-0.4994055582945398,-0.5229350079881544,2
193,Retail,Other,180,3485,20292,959,5618,666,0.3191504916849169,-0.254036672820351,0.4618749665084133,-0.3536692578954004,0.7968536434099989,-0.3468597933351007,0
194,HoReCa,Other,7107,1012,2974,806,355,1142,-0.2201032840162488,-0.1413485978874399,-0.382105736730725,-0.1512020748364306,-0.5439638783247042,-0.4407065175644156,2
195,HoReCa,Other,17023,5139,5230,7888,330,1755,-0.1492427073059864,0.2123853237283556,-0.0920575847087135,0.3844595108821902,-0.3678536931275424,0.7252004611811523,1
196,HoReCa,Lisbon,30624,7209,4897,18711,763,2876,0.0674108928896254,0.6497674610215601,0.3623503858158113,0.4739395532648162,-0.0545299796237477,0.8890435523339487,3
197,Retail,Lisbon,2427,7097,10391,1127,4314,1468,0.1465979361582093,-0.255318207691651,0.1927048799451482,-0.4451111012762359,0.7896697995948206,-0.6198985665561714,0
198,HoReCa,Lisbon,11686,2154,6824,3527,592,697,-0.1774731210508443,-0.0304773327645412,-0.2911484181274307,0.0133938876011801,-0.6570585793602718,-0.0265433507870172,2
199,HoReCa,Lisbon,9670,2280,2112,520,402,347,-0.2267816058740245,-0.1146659140177023,-0.3825170693563432,-0.1032165779379212,-0.5709611760597479,-0.3553995446716467,2
200,Retail,Lisbon,3067,13240,23127,3941,9959,731,0.656064794214806,-0.0981995416792246,0.8048675789894467,-0.1416709838022659,1.1243899280392238,0.0676662030866323,4
201,Retail,Lisbon,4484,14399,24708,3549,14235,1681,0.7902020014329169,-0.0054652749528087,0.7933232157910516,0.0156362473453976,1.1428327809286285,0.1543941542202255,4
202,HoReCa,Lisbon,25203,11487,9490,5065,284,6854,0.1311742528838654,0.3783724475550891,0.3334078602460829,0.3837545277653367,0.2763648341115683,0.8531833378937855,3
203,HoReCa,Lisbon,583,685,2216,469,954,18,-0.1896038802752825,-0.2447249591490155,-0.3276589866468184,-0.2862859796563117,-0.3390089662318433,-0.6694526312313406,2
204,HoReCa,Lisbon,1956,891,5226,1383,5,1328,-0.176702162076795,-0.2042948774782736,-0.3192151955722069,-0.2532410824364383,-0.3556162868163072,-0.5964675471590705,2
205,Retail,Lisbon,1107,11711,23596,955,9265,710,0.6368037832465028,-0.1748938829179555,0.8036887181868525,-0.218593285603527,1.112878540203044,-0.0941205243090151,4
206,HoReCa,Lisbon,6373,780,950,878,288,285,-0.2508171616002276,-0.1478462032982207,-0.4112585573437752,-0.1410578293190268,-0.5681218183581828,-0.4553509207811655,2
207,Retail,Lisbon,2541,4737,6089,2946,5316,120,0.0393165305160833,-0.2289465448161252,0.023148151430315,-0.3560255056172219,0.3374341673588877,-0.5994123402658551,0
208,HoReCa,Lisbon,1537,3748,5838,1859,3381,806,-0.0353202763447022,-0.2514928937553568,-0.1217465193914661,-0.3868296031328024,0.0993661329906961,-0.7978317747787168,2
209,Retail,Lisbon,5550,12729,16767,864,12420,797,0.6287061557789342,-0.1269060768888533,0.7807516033216435,-0.1677634274327283,1.0912672020760852,0.0099869985480398,4
210,HoReCa,Lisbon,18567,1895,1393,1801,244,2100,-0.2474080202503045,0.1061756935925826,-0.2984211934513087,0.2643860371579374,-0.6723250657573939,0.3660570173177286,1
211,Retail,Lisbon,12119,28326,39694,4736,19410,2870,0.8134590296018916,0.3231521105120285,0.4825972791337726,0.264827699477721,1.1532353989880129,0.369233789969751,4
212,HoReCa,Lisbon,7291,1012,2062,1291,240,1775,-0.2303093265100138,-0.1144994092828589,-0.3817971574398349,-0.1060297117621689,-0.5796759948851282,-0.3550537466547167,2
213,HoReCa,Lisbon,3317,6602,6861,1329,3961,1215,0.0513155286086998,-0.2400963392589541,0.0282668394873886,-0.406953093257793,0.4902053601356033,-0.7425799292589752,0
214,Retail,Lisbon,2362,6551,11364,913,5957,791,0.2101469340233749,-0.2690718793847614,0.3018172791715159,-0.4570284996591732,0.8383233378532867,-0.5298286645421154,0
215,HoReCa,Lisbon,2806,10765,15538,1374,5828,2388,0.3816848851152029,-0.2055420743741773,0.5637770712241392,-0.3665393497305285,1.1064190909578595,-0.1619321010840459,0
216,Retail,Lisbon,2532,16599,36486,179,13308,674,0.8561084992483579,0.0522282761330388,0.6823226381255036,0.1343170433898283,1.1390239408813905,0.0845707423239204,4
217,HoReCa,Lisbon,18044,1475,2046,2532,130,1158,-0.2638580980506603,0.096664418585468,-0.3398744420261582,0.2589104696457055,-0.7611033417644159,0.3229265974243893,1
218,Retail,Lisbon,18,7504,15205,1285,4797,6372,0.3394978092684613,-0.1088280781904614,0.4555484000265642,-0.1154231340586123,0.754478981983566,-0.0235275398458115,0
219,HoReCa,Lisbon,4155,367,1390,2306,86,130,-0.2534755685540703,-0.1514832937593125,-0.4088252220131947,-0.1416541214072338,-0.5687787150694905,-0.4771726389665566,2
220,HoReCa,Lisbon,14755,899,1382,1765,56,749,-0.2767425037014057,0.0159584144702884,-0.3960614453080249,0.1292524783109779,-0.7545718019342867,0.0327324463950045,1
221,HoReCa,Lisbon,5396,7503,10646,91,4167,239,0.1349763311869197,-0.243719043789096,0.1794586974204929,-0.4166085424586755,0.6946544564301752,-0.5369351169322308,0
222,HoReCa,Lisbon,5041,1115,2856,7496,256,375,-0.219167160885796,-0.0095028402227901,-0.2595294414928263,0.0886913459225202,-0.4859959657148855,-0.0921892848072051,2
223,Retail,Lisbon,2790,2527,5265,5612,788,1360,-0.1488309234796532,-0.1071768262437365,-0.238366441439678,-0.1026688547044479,-0.3317315239880591,-0.3224891905099113,2
224,HoReCa,Lisbon,7274,659,1499,784,70,659,-0.252095120659477,-0.1324288042017963,-0.4134148462125057,-0.1200357657066927,-0.5923610281414081,-0.4125901257632007,2
225,HoReCa,Lisbon,12680,3243,4157,660,761,786,-0.1849013878566026,-0.0705603098230778,-0.3153234149337612,-0.0494438346413865,-0.5605334727136598,-0.1784115777621281,2
226,Retail,Lisbon,20782,5921,9212,1759,2568,1553,-0.0176641616339515,0.0891589670460444,0.0263125798790986,0.1585809299529847,0.1329273441343164,0.8571781391372225,1
227,HoReCa,Lisbon,4042,2204,1563,2286,263,689,-0.2240959869021973,-0.1600938498282228,-0.388870994562023,-0.1774986431592584,-0.5354552008010544,-0.5179441841464485,2
228,HoReCa,Lisbon,1869,577,572,950,4762,203,-0.1082669439187321,-0.2350512714863664,-0.1875473219578189,-0.2809367591673483,-0.1305592409822233,-0.5950191424120795,2
229,HoReCa,Lisbon,8656,2746,2501,6845,694,980,-0.2093640460527926,0.0253016544341553,-0.2712975419765193,0.1262115563068168,-0.5514546450562791,0.0710000613811494,1
230,Retail,Lisbon,11072,5989,5615,8321,955,2137,-0.0952879895370617,0.115277842084064,-0.0526302942414027,0.222450978415389,-0.1768363718731832,0.4733125592431229,1
231,HoReCa,Lisbon,2344,10678,3828,1439,1566,490,0.0004315997442406,-0.2164291024760122,-0.0277346411244536,-0.3157789262453553,0.204449834829592,-0.516337481523582,2
232,HoReCa,Lisbon,25962,1780,3838,638,284,834,-0.2172463519813712,0.2051650387218447,-0.1697426431881703,0.4199138339060086,-0.484692160898714,0.5482666357857146,1
233,HoReCa,Lisbon,964,4984,3316,937,409,7,-0.1372071925425614,-0.2446154449629529,-0.2656646833330078,-0.3221433667152875,-0.2145685345272838,-0.6918409452999178,2
234,HoReCa,Lisbon,15603,2703,3833,4260,325,2563,-0.2022660169548383,0.1041055398197395,-0.2475343384875981,0.23962082007587,-0.6453219304917315,0.4910920938924908,1
235,HoReCa,Lisbon,1838,6380,2824,1218,1216,295,-0.1047977799214133,-0.2350809256751517,-0.2197841229042634,-0.3286661864263632,-0.1292727960079755,-0.6864091903181623,2
236,HoReCa,Lisbon,8635,820,3047,2312,415,225,-0.2411834839527404,-0.0971914889592464,-0.4016818557092002,-0.0703531144875461,-0.6499483625951313,-0.330580369424707,2
237,HoReCa,Lisbon,18692,3838,593,4634,28,1215,-0.2535214961550783,0.1646870538371401,-0.2796832469653377,0.3564207338802709,-0.7201730603772529,0.5185874330461432,1
238,HoReCa,Lisbon,7363,475,585,1112,72,216,-0.2682207184972376,-0.1232135019051184,-0.4239632649068004,-0.0959961882911947,-0.6168923602685791,-0.392434356911741,2
239,HoReCa,Lisbon,47493,2567,3779,5243,828,2253,-0.0748999362400011,0.6917984917141017,0.2857571608953511,0.7247260329217603,-0.2276389908919561,1.0372293128418195,3
240,HoReCa,Lisbon,22096,3575,7041,11422,343,2564,-0.0965565620969523,0.413907323470175,0.1183127783194574,0.5631274838825193,-0.1976470928858395,0.8477095787685672,3
241,HoReCa,Lisbon,24929,1801,2475,2216,412,1047,-0.2407268040411954,0.2232847632888388,-0.2094167569584419,0.4534930908895609,-0.5898035570727481,0.6153098951874881,1
242,HoReCa,Lisbon,18226,659,2914,3752,586,578,-0.2598053949756524,0.1159914773805834,-0.3220838031290361,0.2907315942700845,-0.745974400381522,0.367714769604116,1
243,HoReCa,Lisbon,11210,3576,5119,561,1682,2398,-0.1139179570282751,-0.0859159246838532,-0.2022604787021673,-0.1049039186874048,-0.2845084877410682,-0.1624451654030728,2
244,HoReCa,Lisbon,6202,7775,10817,1183,3143,1970,0.1160498245306579,-0.1868720922789448,0.1552159436674892,-0.3456917103759865,0.8385841247557094,-0.4176666909765465,0
245,Retail,Lisbon,3062,6154,13916,230,8933,2784,0.385721106508685,-0.2134956111397583,0.5547240543368975,-0.3343174832850532,0.9707709367600966,-0.1887147657624045,0
246,HoReCa,Lisbon,8885,2428,1777,1777,430,610,-0.2333844230607965,-0.1011480174568273,-0.3980661456347268,-0.0857240157589317,-0.6531311468261454,-0.3442111268029003,2
247,HoReCa,Lisbon,13569,346,489,2077,44,659,-0.2921293097538494,0.0058728843010309,-0.4156248975924334,0.1162752089809869,-0.7656861347274512,-0.0259272204758773,1
248,HoReCa,Lisbon,15671,5279,2406,559,562,572,-0.1879624593294775,-0.0117939067550951,-0.2780181716597749,0.0547167525204733,-0.507867860580004,0.057873654093068,2
249,HoReCa,Lisbon,8040,3795,2070,6340,918,291,-0.199679207257427,-0.0105056018616559,-0.2759581816272655,0.0661667921680633,-0.5182810145462842,-0.0383582616784856,2
250,HoReCa,Lisbon,3191,1993,1799,1730,234,710,-0.2172397924540362,-0.1827404586729968,-0.381346064972393,-0.2123696523667926,-0.4879973032344805,-0.567902275859826,2
251,Retail,Lisbon,6134,23133,33586,6746,18594,5121,0.8300063944683369,0.2682374771913142,0.5198331683050444,0.247970782810916,1.1379947083592483,0.3465214480089535,4
252,HoReCa,Lisbon,6623,1860,4740,7683,205,1693,-0.1820553439102339,0.0291071344347933,-0.2050585432769163,0.1285426341652338,-0.4194826384238015,0.0785504637310972,1
253,HoReCa,Lisbon,29526,7961,16966,432,363,1391,0.0965055102898675,0.2514661871783407,0.2675738247659639,0.336167485120697,0.3036705562843531,0.7772690762746226,3
254,HoReCa,Lisbon,10379,17972,4748,4686,1547,3265,0.1664837851656126,0.0651444728692445,0.3041446964083779,0.0687720585017178,0.4767447516241111,0.3569227233862336,0
255,HoReCa,Lisbon,31614,489,1495,3242,111,615,-0.2487631282975669,0.3828872751120294,-0.0775440283779501,0.638987337130503,-0.5390075322532064,0.7302206284829811,1
256,HoReCa,Lisbon,11092,5008,5249,453,392,373,-0.1480130920587279,-0.1085195482506311,-0.2654336434964499,-0.1255509764484331,-0.3821959536749009,-0.2988959726288301,2
257,HoReCa,Lisbon,8475,1931,1883,5004,3593,987,-0.1516011088811455,-0.052720896059392,-0.2348080214109312,-0.0228267369530512,-0.4021457427263101,-0.1180000805673199,2
258,HoReCa,Lisbon,56083,4563,2124,6422,730,3321,0.0159229421414312,0.7920464475253446,0.377582911199385,0.6033152012679043,-0.1628704555941435,1.077869246833857,3
259,HoReCa,Lisbon,53205,4959,7336,3012,967,818,0.0085921130717224,0.6899072611194254,0.3457109902922612,0.6348102604496022,-0.0935274407950696,1.0035735458937045,3
260,HoReCa,Lisbon,9193,4885,2157,327,780,548,-0.1750164552897398,-0.1337354678470311,-0.3132597308191736,-0.1572580815848322,-0.4288243156662752,-0.4023399908508337,2
261,HoReCa,Lisbon,7858,1110,1094,6818,49,287,-0.259331896509405,0.0214513035576526,-0.3164571115187114,0.1389589941156914,-0.6155703943926605,-0.0240798856979132,1
262,HoReCa,Lisbon,23257,1372,1677,982,429,655,-0.2527973780663933,0.1606116965669028,-0.2515977612993461,0.3623128096862706,-0.5983790011843194,0.4204352945357859,1
263,HoReCa,Lisbon,2153,1115,6684,4324,2894,411,-0.0911958506314698,-0.1809020090192619,-0.1769645143254487,-0.2347867062545309,-0.1270837881883388,-0.5301142301345837,2
264,Retail,Lisbon,1073,9679,15445,61,5980,1265,0.363623200642254,-0.2683733115033211,0.5323016278035858,-0.4363336224073187,1.0165863828838952,-0.3616829066480359,0
265,HoReCa,Lisbon,5909,23527,13699,10155,830,3636,0.376762388443038,0.1890062286079223,0.4585752361317087,0.1904982235375809,0.6307447859594294,0.40346784918998,4
266,Retail,Lisbon,572,9763,22182,2221,4882,2563,0.4536467014091355,-0.1790335085371567,0.6284571456252739,-0.273238338115128,1.0322554849906111,-0.094173916063098,0
267,HoReCa,Lisbon,20893,1222,2576,3975,737,3628,-0.2013306773089443,0.2257457677258059,-0.1426028778126146,0.4126081107217917,-0.4817348039365521,0.6669117174377435,1
268,Retail,Lisbon,11908,8053,19847,1069,6374,698,0.3808731816574877,-0.1046658958740113,0.5784450537863964,-0.2255168647322633,1.0294519731643252,0.1514030399957061,0
269,HoReCa,Lisbon,15218,258,1138,2516,333,204,-0.2861913016448877,0.0354959480346536,-0.3919039058497984,0.1664164069870921,-0.7561135833037496,0.0644533571538423,1
270,HoReCa,Lisbon,4720,1032,975,5500,197,56,-0.2527421217887197,-0.0674449184733501,-0.3532410162812305,-0.00024768199895,-0.580896149544083,-0.2608567209564296,2
271,HoReCa,Lisbon,2083,5007,1563,1120,147,1550,-0.1610618505442393,-0.2011850004256269,-0.2918634551499202,-0.2593073452974366,-0.3029874184893324,-0.5831046167839666,2
272,HoReCa,Lisbon,514,8323,6869,529,93,1040,-0.0209169548025801,-0.2504867579959296,-0.0750510303348718,-0.3612560683776752,0.1445465424179794,-0.6306363917792027,2
273,HoReCa,Other,36817,3045,1493,4802,210,1824,-0.1818160596328843,0.5275787081911957,0.0879760508846279,0.7434248092950708,-0.3895391120647438,0.9510026125502618,3
274,HoReCa,Other,894,1703,1841,744,759,1153,-0.1845615521303372,-0.2292317429278831,-0.3314489770302176,-0.2828912742087831,-0.3473214114824394,-0.6526842234280253,2
275,HoReCa,Other,680,1610,223,862,96,379,-0.2235061343560142,-0.2189439205512569,-0.3649894710298015,-0.2415156139862785,-0.4276257044152231,-0.6158215295516256,2
276,HoReCa,Other,27901,3749,6964,4479,603,2503,-0.13106881685454,0.3444768180383282,0.0023200413230921,0.5687935392483455,-0.2781417781522896,1.0188084618607574,1
277,HoReCa,Other,9061,829,683,16919,621,139,-0.0861123610274763,0.3401887550077738,0.210125888208107,0.4013316305936517,-0.2629660227891347,0.3519491992013879,1
278,HoReCa,Other,11693,2317,2543,5845,274,1409,-0.2334911521118207,0.059675252391221,-0.3087662004369272,0.182827130065514,-0.6946218480416083,0.2076877714272211,1
279,Retail,Other,17360,6200,9694,1293,3620,1721,0.0417507117330141,0.0030825465268448,0.0876957244343457,-0.01057692636542,0.5116506039509311,0.6241113802738131,2
280,HoReCa,Other,3366,2884,2431,977,167,1104,-0.1922332921876,-0.1947558659383317,-0.3506086911199662,-0.2437261366928726,-0.417147535910231,-0.5939857504811051,2
281,Retail,Other,12238,7108,6235,1093,2328,2079,-0.0267589605172632,-0.0746924895837077,-0.0573947671140485,-0.1237552853590144,0.1487670950142381,-0.0005987060623453,2
282,HoReCa,Other,49063,3965,4252,5970,1041,1404,-0.0503422786615196,0.7108117529413716,0.3100757868144603,0.7090390097921301,-0.1909847749369715,1.050240855303544,3
283,HoReCa,Other,25767,3613,2013,10303,314,1384,-0.1783106695559991,0.4459480493320314,0.0430528799431624,0.6381260066603722,-0.3919033206707437,0.8441473015641752,3
284,HoReCa,Other,68951,4411,12609,8692,751,2406,0.1706284779828744,0.8158332850370149,0.4158164377482392,0.4193427163988519,-0.0064350351334446,1.118613933574011,3
285,HoReCa,Other,40254,640,3600,1042,436,18,-0.1623550368132686,0.4782728247750974,0.1225405430585922,0.653487168138746,-0.3421530962515586,0.7620946764219407,3
286,HoReCa,Other,7149,2247,1242,1619,1226,128,-0.2169972039739258,-0.1417639829043523,-0.3791868289388989,-0.1509552023377801,-0.5422523264981249,-0.4601521917206644,2
287,HoReCa,Other,15354,2102,2828,8366,386,1027,-0.2222047981897287,0.1944740802009016,-0.1836677950209569,0.3831512828078983,-0.5443392089972953,0.4857570250253533,1
288,HoReCa,Other,16260,594,1296,848,445,258,-0.2697173589824998,0.0181374564923631,-0.367721690853089,0.137574640254997,-0.6727206862239881,0.0338424918601308,1
289,HoReCa,Other,42786,286,471,1388,32,22,-0.1768338048819239,0.5333739087423082,0.1561967322498071,0.6652264783225921,-0.4018633823409289,0.7597791913283869,3
290,HoReCa,Other,2708,2160,2642,502,965,1522,-0.1677451911829056,-0.213736326618761,-0.3143728111931622,-0.276680214123351,-0.3272679213086976,-0.6267451102265871,2
291,HoReCa,Other,6022,3354,3261,2507,212,686,-0.1990524393242241,-0.1368757559688876,-0.3599843378584551,-0.1584302918467535,-0.5528072197386013,-0.4785700603728727,2
292,HoReCa,Other,2838,3086,4329,3838,825,1060,-0.1577742165465649,-0.1582854693338538,-0.2913579623488783,-0.1974729102630694,-0.3813325141405526,-0.5336908398558239,2
293,Retail,Porto,3996,11103,12469,902,5952,741,0.3131908957479097,-0.2303866394251213,0.4686830215519906,-0.4059621299294048,1.0172776927652472,-0.2886652144028588,0
294,HoReCa,Porto,21273,2013,6550,909,811,1854,-0.1632464592354617,0.1149461568232527,-0.1718314473787855,0.2610187369928716,-0.4105438885939982,0.5322166581846705,1
295,Retail,Porto,7588,1897,5234,417,2208,254,-0.1327225100850672,-0.1810595069007134,-0.2655332180845536,-0.24361557196201,-0.2815940884995113,-0.5610662160377987,2
296,HoReCa,Porto,19087,1304,3643,3045,710,898,-0.237594358234935,0.1143606568467926,-0.2977061343440608,0.283384079750359,-0.7170561951229479,0.4360765911399172,1
297,Retail,Porto,8090,3199,6986,1455,3712,531,-0.0433777751648019,-0.172268087149242,-0.1197189903707574,-0.2719041731534479,0.0405259483496156,-0.5972135704297662,2
298,Retail,Porto,6758,4560,9965,934,4538,1037,0.077041756294168,-0.2070092551371192,0.0844947714551753,-0.3635272222293551,0.6179558520240044,-0.5633892876545618,0
299,HoReCa,Porto,444,879,2060,264,290,259,-0.2015853149832095,-0.2404916059734815,-0.3405156514663064,-0.2763321077059583,-0.365436142211682,-0.6564912695521126,2
300,Retail,Porto,16448,6243,6360,824,2662,2005,-0.0393637533042747,-0.0051135220899864,-0.048937221216114,0.0056023037372023,0.0514639456085754,0.4215357179792827,2
301,Retail,Porto,5283,13316,20399,1809,8752,172,0.5790341532858286,-0.1439376872574992,0.7742541865913973,-0.2288652022898543,1.1150820869527949,0.0074642731201266,4
302,Retail,Porto,2886,5302,9785,364,6236,555,0.166407641348973,-0.2733449575759212,0.2292025288632372,-0.4461264840519537,0.6900687112541437,-0.5665517051464753,0
303,Retail,Porto,2599,3688,13829,492,10069,59,0.351603094871079,-0.2378426567763734,0.5055816040427814,-0.3171411922515551,0.7961912787761704,-0.2962977673381085,0
304,Retail,Porto,161,7460,24773,617,11783,2410,0.6687072642792733,-0.1387481191276662,0.7710914221737657,-0.1269671077318224,1.0736756268580052,-0.0636407983188694,4
305,Retail,Porto,243,12939,8852,799,3909,211,0.2182638704275071,-0.2627722084358278,0.308398398772223,-0.3958960657338047,0.715842884949093,-0.4597803580071116,0
306,Retail,Porto,6468,12867,21570,1840,7558,1543,0.5645409041779111,-0.120906437511889,0.771166900736684,-0.2258387219517153,1.162327350765482,0.0942142045151953,4
307,HoReCa,Porto,17327,2374,2842,1149,351,925,-0.2332611355023156,0.0413092434110903,-0.3252010888394003,0.1610767736408491,-0.669021808440147,0.1938521384978261,1
308,HoReCa,Porto,6987,1020,3007,416,257,656,-0.2220758899924083,-0.1540607228165285,-0.3836519768974653,-0.1658441408734833,-0.5189455135166298,-0.4681537889877289,2
309,Retail,Porto,918,20655,13567,1465,6846,806,0.5352702947458285,-0.1399819160574529,0.6578228765045809,-0.1553971830018123,0.9931804792692724,-0.0691369464404955,4
310,HoReCa,Porto,7034,1492,2405,12569,299,1117,-0.1552734424626322,0.194501741484826,0.0131345269724983,0.3416227862062387,-0.3128221748594219,0.2608908564633644,1
311,HoReCa,Porto,29635,2335,8280,3046,371,117,-0.1546119630546553,0.3107305646049768,-0.0264666231663765,0.5344281621502386,-0.3192085451193832,0.793029700369469,1
312,Retail,Porto,2137,3737,19172,1274,17120,142,0.6186335502083531,-0.0692703438479397,0.6284253283921191,0.0216611038120113,0.8909160407858935,-0.0614418961135855,4
313,HoReCa,Porto,9784,925,2405,4447,183,297,-0.2603499249079507,-0.0207726477460298,-0.3871425828665177,0.0636752978861176,-0.7192331356070807,-0.1042937708902976,2
314,HoReCa,Porto,10617,1795,7647,1483,857,1233,-0.1453014193598727,-0.0928398052828652,-0.2629924498388875,-0.103915468700917,-0.4569110654487578,-0.2589037719585421,2
315,Retail,Porto,1479,14982,11924,662,3891,3508,0.3478431174449142,-0.1729375625752987,0.4880789733433577,-0.2580640104320357,0.9043535177851376,-0.1206272454274539,0
316,HoReCa,Porto,7127,1375,2201,2679,83,1059,-0.2433468505487402,-0.099340657834653,-0.4056801222934798,-0.0784273854781096,-0.6652328940847249,-0.3443341307738478,2
317,HoReCa,Porto,1182,3088,6114,978,821,1637,-0.1029852341130012,-0.237345390505445,-0.2225363086909703,-0.3367088168451972,-0.1287557817018033,-0.7017269707194137,2
318,HoReCa,Porto,11800,2713,3558,2121,706,51,-0.2133331863086018,-0.0601482808365067,-0.3551299042207884,-0.0211458999978626,-0.6562242638040712,-0.1843687167242536,2
319,Retail,Porto,9759,25071,17645,1128,12408,1625,0.7535925665023765,0.0631503877268795,0.68604531513783,0.0928364383849335,1.090559761020462,0.2345911235507217,4
