,Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicatessen,x_kpca_rbf,y_kpca_rbf,x_kpca_poly,y_kpca_poly,x_kpca_cos,y_kpca_cos
165,Retail,Other,15615,12653,19858,4425,7108,2379,0.48045101423076736,0.06197497706952748,0.6729730253882958,-0.027874939387895998,1.0918751309052657,0.5584449005239859
166,Retail,Other,4822,6721,9170,993,4973,3637,0.16477280010007317,-0.17567908802427284,0.24089310934810065,-0.3041651996597494,0.7468257192290533,-0.21471590804879415
167,HoReCa,Other,2926,3195,3268,405,1680,693,-0.13432419599706966,-0.23621918090716132,-0.27765704767529875,-0.32678668307864484,-0.23212997350560488,-0.7136260465230614
168,HoReCa,Other,5809,735,803,1393,79,429,-0.25807958985061796,-0.14237762458041978,-0.4201575719559417,-0.1317391897218725,-0.5933602969486717,-0.4486858678876735
169,HoReCa,Other,5414,717,2155,2399,69,750,-0.24551399783294273,-0.13203815460964757,-0.4097722021297639,-0.1243456329277617,-0.6058119883148259,-0.43483591170012015
170,Retail,Other,260,8675,13430,1116,7015,323,0.33201864437865564,-0.27822349273626035,0.48723240523957495,-0.44219298230636717,0.9371136427106037,-0.42375346809497827
171,Retail,Other,200,25862,19816,651,8773,6250,0.7167954260144809,0.07532405257398755,0.5923992699013442,0.1413922058211059,1.0458569457826592,0.15647799940167353
172,HoReCa,Other,955,5479,6536,333,2840,707,-0.00030823437207302046,-0.2849428328158387,-0.06706054380402111,-0.4412158744111227,0.22876085171766813,-0.8132785112588335
173,Retail,Other,514,7677,19805,937,9836,716,0.5303875640612612,-0.22224492498608261,0.7190963979951567,-0.2988829811507356,1.033470310204401,-0.20155389960843714
174,HoReCa,Other,286,1208,5241,2515,153,1442,-0.16420114516672332,-0.20441265130691028,-0.2943706794120722,-0.252014126561835,-0.31737100013397745,-0.5990677786968774
175,Retail,Other,2343,7845,11874,52,4196,1697,0.19479590574728856,-0.2649684175925974,0.2723417023751189,-0.4521558669606523,0.8394931227789241,-0.5293644010361322
176,HoReCa,Other,45640,6958,6536,7368,1532,230,-0.012224069855354994,0.6653760494521538,0.3102135041673314,0.6763598296580621,-0.08879035061261129,1.0591127672827367
177,HoReCa,Other,12759,7330,4533,1752,20,2631,-0.11110270207353103,-0.009576683723273376,-0.15279810966324028,0.016700804425632543,-0.25326687797049413,0.1892885154456857
178,HoReCa,Other,11002,7075,4945,1152,120,395,-0.12815000192951875,-0.09204722134103215,-0.22195267167867203,-0.10775353195881983,-0.31031924120271004,-0.21530961733714585
179,HoReCa,Other,3157,4888,2500,4477,273,2165,-0.1560402723786934,-0.10731700483740693,-0.24829625537478103,-0.11197676401885338,-0.3471762952873325,-0.31255534553378783
180,HoReCa,Other,12356,6036,8887,402,1382,2794,-0.013528877204285562,-0.06627437269605817,-0.021888134689832764,-0.10398787050332217,0.19686770367664475,0.08479873003159355
181,HoReCa,Other,112151,29627,18148,16745,4948,8550,0.36764511246858017,0.46955585956142076,0.38831461556374475,0.25630156501009677,0.3152045436812069,1.143980401689355
182,HoReCa,Other,694,8533,10518,443,6907,156,0.27079326616182514,-0.2893846721391547,0.3915930928740392,-0.45288842607664276,0.8311824882809428,-0.49936795757735414
183,HoReCa,Other,36847,43950,20170,36534,239,47943,0.3635000239512358,0.40865691298175744,0.3881998035138974,0.2561385684770071,0.4167311489295666,0.6588168363489142
184,HoReCa,Other,327,918,4710,74,334,11,-0.16509969112234055,-0.25727356081465386,-0.2940053286966312,-0.31049338726028014,-0.2718517589101312,-0.6862967657639929
185,HoReCa,Other,8170,6448,1139,2181,58,247,-0.18948926806678928,-0.10382623035757782,-0.3132298874445182,-0.10348108526814406,-0.4720819097691624,-0.3129067705932396
186,HoReCa,Other,3009,521,854,3470,949,727,-0.23318718614510894,-0.14479592672657315,-0.3772729060775654,-0.13698342092036214,-0.531560346149201,-0.4634337143399053
187,HoReCa,Other,2438,8002,9819,6269,3459,3,0.09081437808833888,-0.13892524000274023,0.13877582408038697,-0.20776928757393762,0.4510053655644425,-0.22498697399627537
188,Retail,Other,8040,7639,11687,2758,6839,404,0.23545319743553614,-0.15789627860476485,0.3673561639173331,-0.30941733735075794,0.9625526445008293,-0.1046044103947398
189,Retail,Other,834,11577,11522,275,4027,1856,0.26252902594849237,-0.256459425362234,0.3770436590752794,-0.4185381093110789,0.8890651223597421,-0.40806203373128747
190,HoReCa,Other,16936,6250,1981,7332,118,64,-0.19492780487327077,0.18270712944252268,-0.15615954702350873,0.35354819235948803,-0.47093069997703474,0.5091314064620936
191,HoReCa,Other,13624,295,1381,890,43,84,-0.2779698978024315,-0.025999576335082555,-0.39887281433396726,0.06623095846740633,-0.6786307136761249,-0.10904454061333135
192,HoReCa,Other,5509,1461,2251,547,187,409,-0.22396608339484816,-0.17343459102411204,-0.3873001394851869,-0.19318298864178932,-0.49940555829453986,-0.5229350079881544
193,Retail,Other,180,3485,20292,959,5618,666,0.3191504916849169,-0.254036672820351,0.4618749665084133,-0.35366925789540044,0.7968536434099989,-0.34685979333510075
194,HoReCa,Other,7107,1012,2974,806,355,1142,-0.22010328401624885,-0.14134859788743992,-0.382105736730725,-0.15120207483643064,-0.5439638783247042,-0.4407065175644156
195,HoReCa,Other,17023,5139,5230,7888,330,1755,-0.14924270730598646,0.21238532372835567,-0.09205758470871357,0.38445951088219027,-0.36785369312754246,0.7252004611811523
196,HoReCa,Lisbon,30624,7209,4897,18711,763,2876,0.06741089288962544,0.6497674610215601,0.3623503858158113,0.4739395532648162,-0.054529979623747796,0.8890435523339487
197,Retail,Lisbon,2427,7097,10391,1127,4314,1468,0.14659793615820935,-0.25531820769165103,0.19270487994514826,-0.4451111012762359,0.7896697995948206,-0.6198985665561714
198,HoReCa,Lisbon,11686,2154,6824,3527,592,697,-0.17747312105084434,-0.030477332764541207,-0.2911484181274307,0.013393887601180161,-0.6570585793602718,-0.026543350787017254
199,HoReCa,Lisbon,9670,2280,2112,520,402,347,-0.22678160587402452,-0.1146659140177023,-0.3825170693563432,-0.10321657793792122,-0.5709611760597479,-0.3553995446716467
200,Retail,Lisbon,3067,13240,23127,3941,9959,731,0.656064794214806,-0.09819954167922462,0.8048675789894467,-0.1416709838022659,1.1243899280392238,0.06766620308663239
201,Retail,Lisbon,4484,14399,24708,3549,14235,1681,0.7902020014329169,-0.005465274952808796,0.7933232157910516,0.01563624734539766,1.1428327809286283,0.1543941542202255
202,HoReCa,Lisbon,25203,11487,9490,5065,284,6854,0.1311742528838654,0.37837244755508914,0.33340786024608293,0.3837545277653367,0.27636483411156837,0.8531833378937855
203,HoReCa,Lisbon,583,685,2216,469,954,18,-0.18960388027528255,-0.24472495914901557,-0.3276589866468184,-0.28628597965631175,-0.3390089662318433,-0.6694526312313406
204,HoReCa,Lisbon,1956,891,5226,1383,5,1328,-0.17670216207679504,-0.20429487747827368,-0.31921519557220696,-0.2532410824364383,-0.35561628681630725,-0.5964675471590705
205,Retail,Lisbon,1107,11711,23596,955,9265,710,0.6368037832465028,-0.1748938829179555,0.8036887181868525,-0.21859328560352706,1.1128785402030439,-0.09412052430901513
206,HoReCa,Lisbon,6373,780,950,878,288,285,-0.25081716160022766,-0.14784620329822074,-0.41125855734377526,-0.1410578293190268,-0.5681218183581828,-0.4553509207811655
207,Retail,Lisbon,2541,4737,6089,2946,5316,120,0.03931653051608332,-0.22894654481612528,0.023148151430315088,-0.3560255056172219,0.33743416735888776,-0.5994123402658551
208,HoReCa,Lisbon,1537,3748,5838,1859,3381,806,-0.035320276344702285,-0.2514928937553568,-0.12174651939146612,-0.38682960313280246,0.09936613299069616,-0.7978317747787168
209,Retail,Lisbon,5550,12729,16767,864,12420,797,0.6287061557789342,-0.12690607688885333,0.7807516033216435,-0.16776342743272835,1.0912672020760852,0.009986998548039847
210,HoReCa,Lisbon,18567,1895,1393,1801,244,2100,-0.2474080202503045,0.10617569359258262,-0.2984211934513087,0.26438603715793746,-0.6723250657573939,0.36605701731772866
211,Retail,Lisbon,12119,28326,39694,4736,19410,2870,0.8134590296018916,0.3231521105120285,0.48259727913377265,0.264827699477721,1.1532353989880129,0.36923378996975104
212,HoReCa,Lisbon,7291,1012,2062,1291,240,1775,-0.23030932651001385,-0.1144994092828589,-0.3817971574398349,-0.1060297117621689,-0.5796759948851282,-0.3550537466547167
213,HoReCa,Lisbon,3317,6602,6861,1329,3961,1215,0.051315528608699805,-0.2400963392589541,0.028266839487388697,-0.406953093257793,0.49020536013560334,-0.7425799292589752
214,Retail,Lisbon,2362,6551,11364,913,5957,791,0.21014693402337492,-0.26907187938476146,0.3018172791715159,-0.45702849965917325,0.8383233378532867,-0.5298286645421154
215,HoReCa,Lisbon,2806,10765,15538,1374,5828,2388,0.38168488511520293,-0.20554207437417737,0.5637770712241392,-0.36653934973052854,1.1064190909578595,-0.1619321010840459
216,Retail,Lisbon,2532,16599,36486,179,13308,674,0.8561084992483579,0.052228276133038806,0.6823226381255036,0.13431704338982836,1.1390239408813903,0.08457074232392041
217,HoReCa,Lisbon,18044,1475,2046,2532,130,1158,-0.2638580980506603,0.09666441858546808,-0.33987444202615824,0.2589104696457055,-0.7611033417644159,0.3229265974243893
218,Retail,Lisbon,18,7504,15205,1285,4797,6372,0.3394978092684613,-0.10882807819046146,0.45554840002656427,-0.11542313405861233,0.754478981983566,-0.02352753984581152
219,HoReCa,Lisbon,4155,367,1390,2306,86,130,-0.25347556855407033,-0.15148329375931255,-0.40882522201319477,-0.14165412140723385,-0.5687787150694905,-0.4771726389665566
220,HoReCa,Lisbon,14755,899,1382,1765,56,749,-0.27674250370140574,0.015958414470288496,-0.39606144530802495,0.1292524783109779,-0.7545718019342867,0.032732446395004555
221,HoReCa,Lisbon,5396,7503,10646,91,4167,239,0.13497633118691976,-0.243719043789096,0.1794586974204929,-0.41660854245867557,0.6946544564301752,-0.5369351169322308
222,HoReCa,Lisbon,5041,1115,2856,7496,256,375,-0.21916716088579608,-0.009502840222790129,-0.25952944149282636,0.08869134592252026,-0.4859959657148855,-0.09218928480720512
223,Retail,Lisbon,2790,2527,5265,5612,788,1360,-0.14883092347965324,-0.10717682624373653,-0.23836644143967803,-0.10266885470444793,-0.33173152398805916,-0.3224891905099113
224,HoReCa,Lisbon,7274,659,1499,784,70,659,-0.25209512065947703,-0.13242880420179637,-0.4134148462125057,-0.12003576570669278,-0.5923610281414081,-0.4125901257632007
225,HoReCa,Lisbon,12680,3243,4157,660,761,786,-0.18490138785660268,-0.07056030982307787,-0.31532341493376126,-0.049443834641386575,-0.5605334727136598,-0.17841157776212813
226,Retail,Lisbon,20782,5921,9212,1759,2568,1553,-0.017664161633951583,0.08915896704604445,0.026312579879098675,0.15858092995298473,0.1329273441343164,0.8571781391372225
227,HoReCa,Lisbon,4042,2204,1563,2286,263,689,-0.22409598690219734,-0.1600938498282228,-0.38887099456202306,-0.17749864315925845,-0.5354552008010544,-0.5179441841464485
228,HoReCa,Lisbon,1869,577,572,950,4762,203,-0.1082669439187321,-0.2350512714863664,-0.1875473219578189,-0.2809367591673483,-0.13055924098222335,-0.5950191424120795
229,HoReCa,Lisbon,8656,2746,2501,6845,694,980,-0.20936404605279263,0.025301654434155385,-0.27129754197651934,0.12621155630681685,-0.5514546450562791,0.07100006138114942
230,Retail,Lisbon,11072,5989,5615,8321,955,2137,-0.09528798953706172,0.11527784208406408,-0.05263029424140279,0.22245097841538905,-0.1768363718731832,0.4733125592431229
231,HoReCa,Lisbon,2344,10678,3828,1439,1566,490,0.0004315997442406659,-0.21642910247601227,-0.02773464112445366,-0.31577892624535536,0.204449834829592,-0.516337481523582
232,HoReCa,Lisbon,25962,1780,3838,638,284,834,-0.21724635198137124,0.20516503872184472,-0.16974264318817034,0.41991383390600867,-0.484692160898714,0.5482666357857146
233,HoReCa,Lisbon,964,4984,3316,937,409,7,-0.13720719254256142,-0.2446154449629529,-0.26566468333300786,-0.3221433667152875,-0.21456853452728383,-0.6918409452999178
234,HoReCa,Lisbon,15603,2703,3833,4260,325,2563,-0.20226601695483834,0.10410553981973952,-0.2475343384875981,0.23962082007587,-0.6453219304917315,0.4910920938924908
235,HoReCa,Lisbon,1838,6380,2824,1218,1216,295,-0.10479777992141331,-0.23508092567515176,-0.21978412290426347,-0.3286661864263632,-0.12927279600797553,-0.6864091903181623
236,HoReCa,Lisbon,8635,820,3047,2312,415,225,-0.24118348395274047,-0.09719148895924644,-0.4016818557092002,-0.07035311448754616,-0.6499483625951313,-0.330580369424707
237,HoReCa,Lisbon,18692,3838,593,4634,28,1215,-0.2535214961550783,0.16468705383714016,-0.27968324696533775,0.3564207338802709,-0.7201730603772529,0.5185874330461432
238,HoReCa,Lisbon,7363,475,585,1112,72,216,-0.26822071849723766,-0.12321350190511841,-0.4239632649068004,-0.0959961882911947,-0.6168923602685791,-0.392434356911741
239,HoReCa,Lisbon,47493,2567,3779,5243,828,2253,-0.0748999362400011,0.6917984917141017,0.2857571608953511,0.7247260329217603,-0.2276389908919561,1.0372293128418195
240,HoReCa,Lisbon,22096,3575,7041,11422,343,2564,-0.09655656209695233,0.413907323470175,0.11831277831945745,0.5631274838825193,-0.1976470928858395,0.8477095787685672
241,HoReCa,Lisbon,24929,1801,2475,2216,412,1047,-0.24072680404119548,0.2232847632888388,-0.20941675695844192,0.4534930908895609,-0.5898035570727481,0.6153098951874881
242,HoReCa,Lisbon,18226,659,2914,3752,586,578,-0.25980539497565247,0.11599147738058341,-0.3220838031290361,0.29073159427008455,-0.745974400381522,0.36771476960411603
243,HoReCa,Lisbon,11210,3576,5119,561,1682,2398,-0.11391795702827519,-0.08591592468385326,-0.20226047870216735,-0.10490391868740488,-0.28450848774106824,-0.1624451654030728
244,HoReCa,Lisbon,6202,7775,10817,1183,3143,1970,0.11604982453065794,-0.18687209227894486,0.1552159436674892,-0.34569171037598656,0.8385841247557094,-0.4176666909765465
245,Retail,Lisbon,3062,6154,13916,230,8933,2784,0.385721106508685,-0.21349561113975832,0.5547240543368975,-0.33431748328505323,0.9707709367600966,-0.18871476576240456
246,HoReCa,Lisbon,8885,2428,1777,1777,430,610,-0.23338442306079657,-0.10114801745682737,-0.3980661456347268,-0.08572401575893178,-0.6531311468261454,-0.34421112680290034
247,HoReCa,Lisbon,13569,346,489,2077,44,659,-0.2921293097538494,0.005872884301030929,-0.4156248975924334,0.11627520898098699,-0.7656861347274512,-0.025927220475877387
248,HoReCa,Lisbon,15671,5279,2406,559,562,572,-0.18796245932947758,-0.011793906755095151,-0.27801817165977494,0.05471675252047333,-0.507867860580004,0.05787365409306802
249,HoReCa,Lisbon,8040,3795,2070,6340,918,291,-0.199679207257427,-0.010505601861655956,-0.27595818162726554,0.06616679216806338,-0.5182810145462842,-0.03835826167848567
250,HoReCa,Lisbon,3191,1993,1799,1730,234,710,-0.21723979245403624,-0.1827404586729968,-0.38134606497239304,-0.21236965236679264,-0.48799730323448054,-0.567902275859826
251,Retail,Lisbon,6134,23133,33586,6746,18594,5121,0.8300063944683369,0.2682374771913142,0.5198331683050444,0.24797078281091603,1.1379947083592485,0.3465214480089535
252,HoReCa,Lisbon,6623,1860,4740,7683,205,1693,-0.18205534391023392,0.029107134434793333,-0.2050585432769163,0.12854263416523387,-0.41948263842380157,0.07855046373109721
253,HoReCa,Lisbon,29526,7961,16966,432,363,1391,0.09650551028986756,0.25146618717834074,0.2675738247659639,0.336167485120697,0.30367055628435313,0.7772690762746226
254,HoReCa,Lisbon,10379,17972,4748,4686,1547,3265,0.16648378516561269,0.06514447286924456,0.30414469640837793,0.0687720585017178,0.4767447516241111,0.35692272338623365
255,HoReCa,Lisbon,31614,489,1495,3242,111,615,-0.24876312829756692,0.3828872751120294,-0.07754402837795016,0.638987337130503,-0.5390075322532064,0.7302206284829811
256,HoReCa,Lisbon,11092,5008,5249,453,392,373,-0.14801309205872798,-0.1085195482506311,-0.26543364349644993,-0.12555097644843316,-0.38219595367490095,-0.29889597262883016
257,HoReCa,Lisbon,8475,1931,1883,5004,3593,987,-0.15160110888114556,-0.05272089605939205,-0.23480802141093127,-0.022826736953051246,-0.4021457427263101,-0.11800008056731999
258,HoReCa,Lisbon,56083,4563,2124,6422,730,3321,0.0159229421414312,0.7920464475253446,0.37758291119938503,0.6033152012679043,-0.16287045559414356,1.0778692468338573
259,HoReCa,Lisbon,53205,4959,7336,3012,967,818,0.008592113071722442,0.6899072611194254,0.3457109902922612,0.6348102604496022,-0.09352744079506962,1.0035735458937045
260,HoReCa,Lisbon,9193,4885,2157,327,780,548,-0.1750164552897398,-0.13373546784703114,-0.3132597308191736,-0.1572580815848322,-0.42882431566627527,-0.4023399908508337
261,HoReCa,Lisbon,7858,1110,1094,6818,49,287,-0.259331896509405,0.02145130355765269,-0.3164571115187114,0.13895899411569143,-0.6155703943926605,-0.024079885697913243
262,HoReCa,Lisbon,23257,1372,1677,982,429,655,-0.2527973780663933,0.16061169656690286,-0.2515977612993461,0.36231280968627066,-0.5983790011843194,0.42043529453578593
263,HoReCa,Lisbon,2153,1115,6684,4324,2894,411,-0.09119585063146983,-0.18090200901926196,-0.1769645143254487,-0.23478670625453096,-0.12708378818833888,-0.5301142301345837
264,Retail,Lisbon,1073,9679,15445,61,5980,1265,0.36362320064225406,-0.2683733115033211,0.5323016278035858,-0.4363336224073187,1.0165863828838952,-0.3616829066480359
265,HoReCa,Lisbon,5909,23527,13699,10155,830,3636,0.37676238844303805,0.18900622860792235,0.45857523613170875,0.19049822353758092,0.6307447859594294,0.40346784918998
266,Retail,Lisbon,572,9763,22182,2221,4882,2563,0.4536467014091355,-0.17903350853715674,0.6284571456252739,-0.273238338115128,1.0322554849906111,-0.09417391606309806
267,HoReCa,Lisbon,20893,1222,2576,3975,737,3628,-0.20133067730894433,0.22574576772580593,-0.1426028778126146,0.41260811072179177,-0.48173480393655216,0.6669117174377435
268,Retail,Lisbon,11908,8053,19847,1069,6374,698,0.3808731816574877,-0.10466589587401137,0.5784450537863964,-0.2255168647322633,1.0294519731643252,0.15140303999570617
269,HoReCa,Lisbon,15218,258,1138,2516,333,204,-0.28619130164488776,0.035495948034653675,-0.39190390584979845,0.16641640698709212,-0.7561135833037496,0.06445335715384236
270,HoReCa,Lisbon,4720,1032,975,5500,197,56,-0.25274212178871974,-0.06744491847335016,-0.3532410162812305,-0.0002476819989500795,-0.580896149544083,-0.26085672095642964
271,HoReCa,Lisbon,2083,5007,1563,1120,147,1550,-0.16106185054423938,-0.20118500042562698,-0.29186345514992024,-0.25930734529743665,-0.30298741848933247,-0.5831046167839666
272,HoReCa,Lisbon,514,8323,6869,529,93,1040,-0.020916954802580136,-0.2504867579959296,-0.07505103033487184,-0.36125606837767527,0.1445465424179794,-0.6306363917792027
273,HoReCa,Other,36817,3045,1493,4802,210,1824,-0.1818160596328843,0.5275787081911957,0.08797605088462793,0.7434248092950708,-0.38953911206474384,0.9510026125502618
274,HoReCa,Other,894,1703,1841,744,759,1153,-0.1845615521303372,-0.2292317429278831,-0.3314489770302176,-0.28289127420878313,-0.34732141148243945,-0.6526842234280253
275,HoReCa,Other,680,1610,223,862,96,379,-0.2235061343560142,-0.21894392055125694,-0.3649894710298015,-0.24151561398627852,-0.42762570441522313,-0.6158215295516256
276,HoReCa,Other,27901,3749,6964,4479,603,2503,-0.13106881685454,0.3444768180383282,0.002320041323092135,0.5687935392483455,-0.2781417781522896,1.0188084618607574
277,HoReCa,Other,9061,829,683,16919,621,139,-0.0861123610274763,0.3401887550077738,0.21012588820810704,0.4013316305936517,-0.2629660227891347,0.3519491992013879
278,HoReCa,Other,11693,2317,2543,5845,274,1409,-0.23349115211182075,0.059675252391221095,-0.3087662004369272,0.18282713006551407,-0.6946218480416083,0.20768777142722114
279,Retail,Other,17360,6200,9694,1293,3620,1721,0.0417507117330141,0.0030825465268448054,0.08769572443434571,-0.010576926365420094,0.5116506039509311,0.6241113802738131
280,HoReCa,Other,3366,2884,2431,977,167,1104,-0.19223329218760002,-0.19475586593833175,-0.35060869111996623,-0.24372613669287266,-0.41714753591023107,-0.5939857504811051
281,Retail,Other,12238,7108,6235,1093,2328,2079,-0.026758960517263283,-0.07469248958370771,-0.057394767114048534,-0.12375528535901446,0.14876709501423818,-0.0005987060623453948
282,HoReCa,Other,49063,3965,4252,5970,1041,1404,-0.050342278661519614,0.7108117529413716,0.3100757868144603,0.7090390097921301,-0.19098477493697158,1.050240855303544
283,HoReCa,Other,25767,3613,2013,10303,314,1384,-0.1783106695559991,0.4459480493320314,0.04305287994316245,0.6381260066603722,-0.3919033206707437,0.8441473015641752
284,HoReCa,Other,68951,4411,12609,8692,751,2406,0.17062847798287448,0.8158332850370149,0.4158164377482392,0.41934271639885196,-0.006435035133444627,1.118613933574011
285,HoReCa,Other,40254,640,3600,1042,436,18,-0.16235503681326863,0.4782728247750974,0.12254054305859226,0.653487168138746,-0.3421530962515586,0.7620946764219407
286,HoReCa,Other,7149,2247,1242,1619,1226,128,-0.2169972039739258,-0.1417639829043523,-0.37918682893889893,-0.15095520233778012,-0.5422523264981249,-0.46015219172066446
287,HoReCa,Other,15354,2102,2828,8366,386,1027,-0.22220479818972874,0.1944740802009016,-0.18366779502095695,0.38315128280789834,-0.5443392089972953,0.4857570250253533
288,HoReCa,Other,16260,594,1296,848,445,258,-0.2697173589824998,0.01813745649236315,-0.36772169085308903,0.13757464025499702,-0.6727206862239881,0.03384249186013082
289,HoReCa,Other,42786,286,471,1388,32,22,-0.17683380488192396,0.5333739087423082,0.1561967322498071,0.6652264783225921,-0.40186338234092894,0.7597791913283869
290,HoReCa,Other,2708,2160,2642,502,965,1522,-0.1677451911829056,-0.21373632661876105,-0.3143728111931622,-0.27668021412335103,-0.3272679213086976,-0.6267451102265871
291,HoReCa,Other,6022,3354,3261,2507,212,686,-0.19905243932422417,-0.13687575596888765,-0.3599843378584551,-0.15843029184675358,-0.5528072197386013,-0.4785700603728727
292,HoReCa,Other,2838,3086,4329,3838,825,1060,-0.15777421654656498,-0.15828546933385385,-0.2913579623488783,-0.19747291026306946,-0.3813325141405526,-0.5336908398558239
293,Retail,Porto,3996,11103,12469,902,5952,741,0.3131908957479097,-0.23038663942512136,0.4686830215519906,-0.4059621299294048,1.0172776927652472,-0.28866521440285886
294,HoReCa,Porto,21273,2013,6550,909,811,1854,-0.16324645923546177,0.11494615682325272,-0.1718314473787855,0.26101873699287165,-0.41054388859399826,0.5322166581846705
295,Retail,Porto,7588,1897,5234,417,2208,254,-0.13272251008506727,-0.18105950690071346,-0.2655332180845536,-0.24361557196201006,-0.28159408849951134,-0.5610662160377987
296,HoReCa,Porto,19087,1304,3643,3045,710,898,-0.23759435823493502,0.11436065684679267,-0.29770613434406085,0.283384079750359,-0.7170561951229479,0.43607659113991726
297,Retail,Porto,8090,3199,6986,1455,3712,531,-0.04337777516480196,-0.17226808714924202,-0.11971899037075749,-0.27190417315344795,0.040525948349615606,-0.5972135704297662
298,Retail,Porto,6758,4560,9965,934,4538,1037,0.07704175629416803,-0.20700925513711924,0.08449477145517538,-0.36352722222935513,0.6179558520240044,-0.5633892876545618
299,HoReCa,Porto,444,879,2060,264,290,259,-0.20158531498320956,-0.2404916059734815,-0.3405156514663064,-0.2763321077059583,-0.365436142211682,-0.6564912695521126
300,Retail,Porto,16448,6243,6360,824,2662,2005,-0.0393637533042747,-0.005113522089986452,-0.048937221216114074,0.005602303737202346,0.051463945608575486,0.42153571797928274
301,Retail,Porto,5283,13316,20399,1809,8752,172,0.5790341532858286,-0.14393768725749922,0.7742541865913973,-0.22886520228985432,1.1150820869527949,0.007464273120126602
302,Retail,Porto,2886,5302,9785,364,6236,555,0.16640764134897304,-0.27334495757592125,0.22920252886323722,-0.44612648405195376,0.6900687112541437,-0.5665517051464753
303,Retail,Porto,2599,3688,13829,492,10069,59,0.35160309487107905,-0.23784265677637342,0.5055816040427814,-0.3171411922515551,0.7961912787761704,-0.2962977673381085
304,Retail,Porto,161,7460,24773,617,11783,2410,0.6687072642792733,-0.13874811912766627,0.7710914221737657,-0.1269671077318224,1.0736756268580052,-0.06364079831886946
305,Retail,Porto,243,12939,8852,799,3909,211,0.21826387042750717,-0.2627722084358278,0.308398398772223,-0.3958960657338047,0.715842884949093,-0.4597803580071116
306,Retail,Porto,6468,12867,21570,1840,7558,1543,0.5645409041779111,-0.12090643751188908,0.771166900736684,-0.22583872195171534,1.1623273507654819,0.09421420451519537
307,HoReCa,Porto,17327,2374,2842,1149,351,925,-0.23326113550231567,0.04130924341109038,-0.3252010888394003,0.1610767736408491,-0.669021808440147,0.19385213849782615
308,HoReCa,Porto,6987,1020,3007,416,257,656,-0.22207588999240838,-0.15406072281652855,-0.38365197689746533,-0.16584414087348337,-0.5189455135166298,-0.4681537889877289
309,Retail,Porto,918,20655,13567,1465,6846,806,0.5352702947458285,-0.1399819160574529,0.6578228765045809,-0.15539718300181238,0.9931804792692723,-0.06913694644049559
310,HoReCa,Porto,7034,1492,2405,12569,299,1117,-0.15527344246263222,0.194501741484826,0.013134526972498341,0.34162278620623876,-0.31282217485942193,0.2608908564633644
311,HoReCa,Porto,29635,2335,8280,3046,371,117,-0.1546119630546553,0.3107305646049768,-0.02646662316637651,0.5344281621502386,-0.31920854511938324,0.793029700369469
312,Retail,Porto,2137,3737,19172,1274,17120,142,0.6186335502083531,-0.06927034384793977,0.6284253283921191,0.02166110381201138,0.8909160407858935,-0.061441896113585526
313,HoReCa,Porto,9784,925,2405,4447,183,297,-0.2603499249079507,-0.0207726477460298,-0.38714258286651776,0.06367529788611767,-0.7192331356070807,-0.10429377089029765
314,HoReCa,Porto,10617,1795,7647,1483,857,1233,-0.14530141935987276,-0.09283980528286527,-0.2629924498388875,-0.10391546870091702,-0.45691106544875787,-0.2589037719585421
315,Retail,Porto,1479,14982,11924,662,3891,3508,0.34784311744491425,-0.17293756257529877,0.4880789733433577,-0.2580640104320357,0.9043535177851376,-0.12062724542745394
316,HoReCa,Porto,7127,1375,2201,2679,83,1059,-0.2433468505487402,-0.09934065783465303,-0.40568012229347983,-0.07842738547810968,-0.6652328940847249,-0.3443341307738478
317,HoReCa,Porto,1182,3088,6114,978,821,1637,-0.10298523411300121,-0.237345390505445,-0.22253630869097032,-0.33670881684519727,-0.1287557817018033,-0.7017269707194137
318,HoReCa,Porto,11800,2713,3558,2121,706,51,-0.21333318630860182,-0.06014828083650672,-0.3551299042207884,-0.02114589999786261,-0.6562242638040712,-0.18436871672425362
319,Retail,Porto,9759,25071,17645,1128,12408,1625,0.7535925665023765,0.06315038772687954,0.68604531513783,0.09283643838493351,1.090559761020462,0.23459112355072173
320,HoReCa,Porto,1774,3696,2280,514,275,834,-0.17035208030556329,-0.22804474896772178,-0.31697381285837195,-0.2934003819114119,-0.3166896298650482,-0.6583294268157113
321,HoReCa,Porto,9155,1897,5167,2714,228,1113,-0.20152632115769,-0.07965234275778087,-0.348966691023881,-0.0642039570067745,-0.6645996830197567,-0.2684999839766261
322,HoReCa,Porto,15881,713,3315,3703,1470,229,-0.23318000239818007,0.053920240436374584,-0.32180550498710847,0.18181153108831638,-0.7022815062179565,0.21324857286927573
323,HoReCa,Porto,13360,944,11593,915,1679,573,-0.07328093748826991,-0.07195789340045076,-0.11449573525942283,-0.07588106418664459,-0.08822732469499661,-0.04220982699340004
324,HoReCa,Porto,25977,3587,2464,2369,140,1092,-0.22240246712110448,0.24904878991606727,-0.1679962574485718,0.4835178536196526,-0.5344033333590471,0.697817610265849
325,HoReCa,Porto,32717,16784,13626,60869,1272,5609,0.3645901980791309,0.414934678814165,0.38821363720034047,0.25615157631253666,0.15258131188846077,0.707887123796397
326,HoReCa,Porto,4414,1610,1431,3498,387,834,-0.2344965858954117,-0.12475898490557176,-0.38766982117228577,-0.11475102100598697,-0.5836677842019984,-0.4206782038907327
